1000 2500
1 337 21
2 540 5
2 769 12
2 891 23
3 395 15
4 414 18
4 482 9
5 747 8
6 166 13
6 450 26
7 797 16
7 908 16
7 958 5
8 902 3
9 467 24
9 698 1
10 320 23
10 440 7
10 453 5
10 518 9
10 769 6
11 814 21
12 629 10
13 829 18
14 195 8
14 299 26
14 360 14
14 886 12
14 897 2
15 194 26
15 384 17
16 550 14
16 733 23
16 842 21
16 914 6
17 126 7
17 198 8
18 141 14
18 544 14
19 282 12
19 855 2
20 17 22
20 454 19
21 431 28
21 606 16
21 720 13
21 946 28
22 72 1
22 106 19
22 297 24
23 240 9
23 329 16
23 372 6
24 421 19
24 803 25
25 553 13
25 712 6
25 847 30
26 313 24
26 522 29
26 701 26
27 116 11
27 167 12
27 406 10
27 599 23
27 604 18
27 667 16
27 701 30
28 523 23
28 528 21
28 759 4
29 590 24
29 932 4
29 991 22
30 425 13
30 470 20
30 677 4
30 832 10
31 200 20
31 277 15
32 318 4
32 368 20
32 563 22
33 193 9
33 207 8
33 290 9
33 399 14
33 640 5
34 13 8
34 104 7
34 328 3
34 467 25
34 621 9
36 604 7
37 292 4
38 499 1
38 792 24
38 858 11
38 908 23
38 954 8
39 649 24
40 178 26
40 530 24
40 653 27
41 11 9
41 365 6
42 48 8
42 139 5
42 210 16
42 282 19
42 851 11
43 748 11
43 958 9
44 910 2
45 199 11
45 784 8
45 811 10
45 882 24
45 952 5
46 508 10
46 581 23
46 731 7
46 888 4
46 930 1
47 888 13
48 26 30
48 202 24
48 901 28
48 981 10
49 946 8
50 699 28
50 725 3
51 277 3
51 700 21
51 838 30
52 117 3
52 331 26
52 445 29
52 899 7
52 911 3
54 182 18
54 324 17
55 486 5
55 629 26
56 237 11
56 383 16
56 640 25
57 982 12
58 478 1
58 754 29
58 934 21
59 150 23
59 493 28
59 812 25
60 70 16
60 120 2
60 746 24
62 46 9
62 52 22
62 222 25
62 369 16
62 523 19
62 608 28
63 902 10
64 584 9
64 776 19
64 960 4
65 648 26
66 153 17
66 907 11
67 96 21
67 318 26
67 563 19
68 57 25
68 280 13
68 632 29
69 9 10
69 582 8
70 550 3
70 883 11
71 54 28
73 165 23
73 550 25
73 827 25
73 992 9
74 16 10
74 48 27
74 387 24
74 910 18
75 615 18
76 548 19
76 677 25
76 804 28
77 90 8
77 898 4
78 314 28
78 357 18
78 573 8
78 638 23
79 473 4
79 522 10
80 18 5
80 46 22
80 790 20
81 135 30
81 222 4
81 425 11
81 490 9
81 496 11
81 880 13
82 90 11
82 383 9
83 26 5
83 270 6
83 593 25
83 750 14
84 372 7
84 559 21
85 396 29
85 751 25
86 925 30
87 825 17
88 672 11
89 608 19
90 823 24
90 927 15
92 22 16
92 479 3
92 809 14
93 94 1
93 587 7
93 960 15
94 165 5
94 679 20
94 699 4
96 371 4
96 475 23
96 500 14
96 714 5
97 873 4
97 935 26
98 10 7
98 277 4
98 347 23
99 201 4
100 109 28
100 642 28
100 680 11
100 926 11
101 487 26
101 530 5
101 850 2
101 874 5
102 8 15
102 486 21
102 560 20
102 573 21
102 805 6
103 86 23
103 211 26
103 719 28
104 187 21
104 670 2
105 835 3
107 158 10
107 174 6
107 903 28
108 256 2
108 561 11
108 792 2
109 174 27
109 648 29
110 48 9
110 189 30
110 989 21
111 209 4
111 245 20
111 669 10
112 284 14
112 821 22
113 11 27
113 29 10
114 311 23
114 950 1
115 377 17
115 463 13
115 761 21
115 986 7
116 123 11
116 361 13
117 396 25
118 134 8
118 232 3
118 457 26
118 941 2
118 995 12
119 390 23
119 536 30
119 886 5
119 982 4
120 26 1
120 593 2
120 657 2
121 569 1
121 779 23
121 984 14
122 218 5
122 459 4
123 378 15
124 96 18
124 121 25
124 138 11
124 173 28
124 286 18
124 478 12
124 714 14
125 795 22
126 517 2
126 719 12
126 878 24
127 399 6
127 549 28
128 198 24
128 783 8
128 954 24
129 985 25
130 169 11
130 252 16
130 309 24
130 360 15
130 367 11
130 398 17
130 676 8
131 708 4
131 741 17
132 495 1
132 872 17
133 397 13
134 27 4
134 54 1
134 324 23
135 482 21
135 573 4
136 742 12
137 421 30
137 948 15
137 969 17
138 105 21
138 147 8
138 259 28
138 616 7
139 495 13
139 676 26
140 631 30
140 829 20
140 868 11
140 906 24
141 606 22
141 645 18
141 877 18
142 87 6
142 145 29
142 291 26
143 433 14
143 554 2
143 843 4
144 94 6
144 420 11
145 151 17
145 345 1
145 907 3
145 950 9
146 213 21
146 347 6
146 562 20
147 26 20
147 247 12
147 425 6
148 225 3
148 362 19
148 451 25
148 711 9
148 879 1
149 490 12
150 720 8
152 611 12
153 345 22
153 379 23
153 522 3
154 21 2
154 43 2
154 181 9
154 252 30
154 643 27
154 649 14
155 170 23
155 247 1
155 678 11
155 875 25
156 49 9
156 80 11
157 243 20
157 591 17
157 596 24
157 649 25
157 949 28
158 322 5
