500 1500
1 68 22
1 79 8
1 344 21
1 478 15
2 96 6
2 373 3
3 70 7
3 80 6
3 185 25
3 203 5
3 241 4
3 279 18
4 281 18
4 338 29
5 33 19
5 119 2
5 371 26
6 5 28
6 163 13
7 31 19
7 299 18
8 104 21
8 212 21
8 277 6
8 399 23
9 186 19
9 260 28
9 468 2
10 67 7
10 132 26
10 175 20
11 302 28
12 72 25
12 202 3
12 305 4
12 311 30
12 474 5
13 259 10
13 350 5
13 441 21
14 150 14
15 347 30
15 477 8
16 407 24
17 41 29
17 108 26
17 373 25
17 376 16
17 383 15
17 442 29
18 62 26
18 243 24
18 395 19
20 143 16
20 420 29
21 339 12
21 442 26
22 190 19
22 247 5
23 230 3
23 238 6
23 441 24
24 67 22
24 174 30
24 210 18
24 400 26
25 170 21
25 176 22
26 276 5
26 330 18
26 356 12
26 420 11
27 67 17
27 127 11
27 239 26
29 50 15
29 91 29
29 161 12
29 271 22
29 345 13
30 155 11
30 274 17
30 319 7
31 54 21
31 256 25
31 444 27
32 128 24
32 146 20
32 341 7
33 101 28
33 259 14
33 320 12
34 15 14
34 41 6
34 106 3
34 259 1
34 270 23
35 111 24
35 348 15
35 393 19
36 5 11
36 239 18
36 351 21
36 425 27
37 38 29
37 74 16
37 110 4
37 162 27
37 395 20
37 484 17
38 106 1
38 227 30
38 475 26
39 45 29
39 63 20
39 340 20
39 420 18
39 428 6
40 67 1
40 88 24
40 118 3
40 173 7
40 340 28
40 355 8
40 403 4
41 64 30
41 74 1
41 219 26
41 450 23
42 49 7
43 27 14
43 110 25
43 265 24
44 136 5
44 180 14
45 102 22
45 125 12
45 126 9
45 137 10
45 207 1
46 161 25
46 428 3
47 121 22
47 182 20
47 226 1
47 426 4
48 22 1
48 106 18
48 115 9
48 259 2
48 267 4
48 472 3
49 271 8
49 338 1
49 353 11
49 373 11
49 456 22
50 132 3
50 468 28
51 23 7
51 39 9
52 124 11
52 199 1
52 229 2
52 310 7
52 343 6
52 349 16
52 451 19
53 75 14
53 319 17
53 402 11
53 409 9
53 438 19
54 297 3
54 313 28
54 328 20
55 163 6
55 480 29
56 69 29
56 95 6
56 165 22
56 273 24
56 490 8
57 20 29
57 63 16
57 100 10
57 333 1
58 262 8
58 387 12
59 96 28
59 279 14
59 485 20
60 300 30
61 154 6
62 316 14
63 49 7
64 110 12
65 312 21
65 470 17
66 144 25
67 94 7
67 229 27
67 300 25
67 350 26
67 409 21
67 471 15
68 26 7
68 125 26
68 317 13
68 339 5
69 56 23
69 254 26
69 311 21
69 482 1
70 271 16
70 332 6
70 342 10
70 385 16
70 397 13
70 478 22
71 127 5
71 309 18
71 388 3
72 170 4
72 317 16
72 456 8
74 441 2
75 19 19
75 199 28
75 275 18
75 354 5
76 79 5
76 135 7
76 465 30
77 276 22
77 313 27
77 389 14
77 441 28
78 30 15
78 280 18
78 293 24
78 463 7
79 11 13
79 58 14
79 85 7
79 292 28
79 499 20
80 155 9
81 244 5
82 406 24
82 428 30
83 304 1
84 381 4
84 388 24
84 418 26
85 266 19
85 276 2
86 39 20
86 46 7
86 102 21
86 210 7
86 340 3
87 256 25
87 324 5
87 465 2
88 76 8
88 289 2
88 292 7
88 425 5
89 72 8
89 130 16
89 291 29
90 37 14
90 54 28
90 86 12
90 242 13
91 495 17
92 220 23
92 222 21
92 335 13
92 383 17
93 72 12
93 74 5
93 86 20
93 184 5
94 147 1
94 153 8
94 281 28
94 316 20
94 480 6
94 496 11
95 73 18
95 206 30
95 310 5
96 40 23
96 226 24
96 426 5
97 37 16
97 297 30
97 365 9
97 422 23
97 484 16
98 34 7
98 148 6
98 202 5
98 254 11
98 284 18
98 367 14
99 38 3
99 68 30
99 396 18
100 30 19
100 223 11
101 305 23
102 428 30
103 157 8
103 397 23
103 464 29
104 170 5
104 280 4
104 363 26
105 393 15
106 418 13
106 496 26
107 27 12
107 135 27
107 373 19
107 395 8
107 416 12
108 194 10
108 385 16
109 279 4
110 97 25
110 468 15
111 39 2
112 47 22
112 422 25
112 456 11
113 176 5
113 191 27
113 236 3
113 299 22
114 121 8
114 310 13
114 353 6
114 485 29
115 9 20
115 10 20
115 381 28
115 407 17
116 2 23
116 177 23
116 226 23
116 446 6
117 326 18
118 334 26
119 122 2
119 419 28
119 477 3
120 161 6
120 330 8
121 107 19
122 355 1
123 267 24
123 271 3
123 331 24
123 373 15
123 377 19
123 407 27
124 99 11
124 183 7
125 46 29
126 84 25
126 494 6
127 13 11
127 471 30
128 153 5
128 184 23
128 216 20
128 458 2
129 221 9
129 230 4
130 138 24
130 189 23
130 276 1
130 318 4
130 398 19
131 102 25
132 51 1
133 298 13
133 427 30
134 41 30
134 282 1
134 471 22
135 132 24
135 247 25
135 330 16
135 337 30
135 392 5
135 403 12
136 45 11
136 193 12
137 330 10
137 439 5
137 451 17
138 102 12
138 168 26
139 327 13
139 383 4
139 416 7
140 43 14
140 165 12
140 256 11
140 421 30
140 443 5
141 190 3
142 282 25
142 471 15
143 60 27
143 294 17
143 430 27
143 486 18
144 270 17
144 304 20
144 423 10
144 487 10
145 15 6
145 240 17
145 470 1
145 481 11
146 6 20
146 77 11
146 149 14
147 167 29
147 428 7
147 470 22
149 5 2
149 13 25
149 89 5
149 192 6
149 403 1
150 84 10
150 191 9
150 193 3
150 322 9
150 397 5
151 192 6
151 295 3
151 424 19
151 452 24
151 494 20
153 360 8
153 364 4
154 2 28
154 244 19
155 130 5
155 389 29
156 246 24
157 181 21
157 205 29
157 356 26
158 47 10
158 139 10
158 164 9
158 268 30
158 320 8
159 22 1
159 30 1
159 140 2
159 334 27
159 346 28
159 353 25
160 5 6
160 119 7
160 198 27
160 245 15
161 355 11
161 377 24
162 7 9
162 232 22
162 354 10
163 280 20
163 294 21
163 464 13
164 23 17
164 67 9
164 218 9
164 222 7
164 359 2
166 118 29
166 153 6
167 39 28
167 141 30
167 197 7
167 315 28
167 346 21
167 495 14
168 105 28
168 288 13
169 127 8
169 200 16
169 379 11
170 356 24
171 496 22
172 176 9
172 238 20
172 371 28
172 409 11
172 468 6
173 133 28
173 282 2
174 2 7
174 154 18
174 392 14
175 325 11
175 437 26
175 473 22
175 500 19
176 178 3
176 187 24
176 405 9
177 139 8
177 222 13
177 283 30
177 391 6
178 125 10
178 152 20
178 195 19
178 292 30
178 464 24
178 465 18
179 42 15
179 304 26
179 467 11
180 398 28
181 91 4
181 107 23
181 184 25
181 232 7
181 348 20
182 5 23
182 438 30
183 80 26
183 195 2
183 357 14
184 51 6
184 308 19
184 483 5
185 289 16
185 457 21
186 212 20
186 289 24
187 148 20
187 297 2
187 368 23
187 404 25
188 249 12
188 352 4
188 480 6
189 311 11
189 350 27
189 357 15
189 477 17
190 43 15
190 193 18
191 30 15
191 55 18
191 180 10
192 126 1
192 234 16
192 238 21
192 282 23
193 56 16
193 79 16
193 169 16
193 365 29
193 375 13
194 85 5
194 177 25
194 245 20
194 469 17
195 228 15
195 295 13
196 9 29
196 52 16
196 206 27
196 361 15
197 151 19
197 318 30
197 377 12
197 423 21
197 463 18
198 142 27
198 257 8
198 299 2
198 496 6
199 260 14
199 347 12
200 113 15
200 182 14
200 267 27
201 87 5
201 196 29
201 218 12
201 278 12
202 492 14
203 338 2
203 377 16
204 64 10
204 259 27
204 287 5
204 292 19
204 392 11
206 454 9
207 206 17
207 233 18
207 247 5
207 266 23
207 324 7
208 114 26
208 297 5
208 378 27
209 126 13
209 128 23
209 158 26
209 370 15
209 480 28
210 48 9
210 230 18
210 306 4
210 308 23
211 79 14
211 208 30
211 219 21
211 319 18
211 403 3
212 50 26
212 71 19
212 94 10
213 196 28
214 257 7
215 221 6
216 333 16
216 375 9
217 248 14
217 320 24
217 330 27
217 346 10
217 414 16
218 93 3
218 194 5
218 438 20
219 109 21
220 66 9
220 201 4
221 22 17
221 132 23
221 174 1
221 276 25
221 372 10
221 421 26
222 256 9
222 429 16
222 449 25
223 114 21
223 298 3
223 462 19
223 494 9
224 15 13
224 132 28
224 373 6
224 414 20
225 31 3
225 107 21
225 209 28
225 277 16
226 22 14
226 227 16
227 9 17
227 121 21
228 66 10
228 300 21
229 136 3
229 322 1
229 393 30
230 88 6
231 281 9
231 366 14
232 46 29
232 53 25
232 82 16
232 187 24
232 384 4
232 458 1
232 467 11
232 481 16
233 265 25
233 378 29
233 409 24
234 11 7
234 91 19
234 223 29
235 314 18
236 41 21
236 183 11
237 247 8
237 485 29
238 28 16
238 202 23
238 213 15
238 228 7
238 343 3
238 373 6
238 421 9
239 135 25
239 264 27
239 412 14
240 74 3
240 367 10
240 396 4
242 401 27
243 178 17
243 253 20
243 283 22
243 315 9
243 328 30
244 62 8
244 215 3
244 409 20
244 439 1
245 57 2
245 152 8
245 315 22
246 329 19
246 431 21
247 62 2
247 264 26
248 25 19
248 138 18
248 244 11
248 331 3
248 362 24
248 458 5
249 390 30
249 392 24
249 427 29
250 77 26
250 146 29
250 240 1
250 263 28
250 293 3
251 35 19
251 92 6
251 144 22
251 288 11
251 325 15
251 458 13
252 110 18
252 141 17
252 167 24
252 246 10
253 177 10
255 249 24
255 338 1
255 356 29
256 76 14
256 500 25
258 436 16
259 15 2
259 73 12
259 489 18
260 78 26
260 235 27
261 286 22
261 448 26
262 205 20
262 474 20
262 487 13
263 133 10
264 26 12
264 30 2
264 127 12
264 189 1
264 239 8
265 113 25
265 269 3
265 285 14
266 47 29
267 48 20
267 182 22
267 304 23
268 375 21
269 5 2
269 226 16
269 273 22
269 326 22
269 351 21
269 393 16
269 444 7
269 474 14
270 439 19
271 244 25
271 254 9
271 281 7
272 142 16
272 204 26
272 218 18
272 492 28
273 139 1
273 171 27
273 331 9
273 417 2
273 448 9
274 372 1
274 459 1
275 26 25
275 173 3
275 207 6
275 217 24
275 278 14
275 279 28
275 299 8
275 321 27
275 399 29
275 474 15
276 259 10
276 319 20
276 434 5
277 290 17
278 77 18
278 179 18
278 260 5
278 271 4
278 335 18
279 371 11
280 311 12
281 66 14
281 493 28
282 34 9
282 140 14
282 401 16
282 426 9
282 434 7
282 477 16
283 334 2
283 453 8
284 275 11
284 384 4
285 24 13
285 36 26
285 199 10
285 205 2
286 200 3
286 488 6
287 108 30
287 251 17
287 420 15
287 463 11
288 46 21
288 203 1
289 277 29
289 441 30
290 154 27
290 296 24
290 482 17
291 63 7
291 246 5
291 278 30
292 39 26
292 57 13
292 138 5
292 267 3
292 412 14
293 25 12
293 98 19
293 170 15
293 270 11
293 434 29
294 3 18
294 185 15
294 268 24
294 350 19
294 398 17
295 1 18
295 311 24
295 403 8
296 164 4
296 399 30
297 244 11
297 293 16
297 332 30
298 120 1
298 183 7
298 473 26
298 478 24
299 341 23
300 4 24
300 36 29
300 233 15
300 261 11
300 369 3
300 392 11
301 50 14
301 73 16
301 275 22
