2000 6000
1 131 16
1 538 3
1 943 24
1 1370 15
1 1854 16
1 1996 11
2 1012 14
2 1342 25
2 1559 7
3 384 12
4 236 13
4 716 7
5 641 1
5 1382 6
6 109 7
6 212 9
6 1140 9
6 1522 6
6 1768 11
7 62 7
7 107 26
7 1533 6
8 223 14
8 337 8
8 568 3
8 729 23
8 1881 22
9 166 17
9 1486 16
9 1539 22
10 6 27
10 1107 2
11 1482 25
12 1499 20
13 259 8
13 535 2
13 1077 22
13 1300 21
13 1816 26
14 364 29
14 1392 24
15 356 1
16 105 27
16 649 16
16 1192 28
17 74 26
17 441 16
17 1607 6
18 625 1
18 975 27
18 1286 13
18 1379 18
19 1493 24
19 1844 18
19 1978 25
20 165 19
20 1603 2
20 1668 8
20 1904 5
21 1486 18
22 795 30
22 1425 23
22 1459 11
22 1469 16
22 1644 5
22 1664 18
22 1670 17
23 28 26
23 557 30
23 1698 5
23 1751 16
24 1043 16
24 1746 5
25 196 13
25 502 1
25 1281 2
25 1692 8
26 550 9
26 589 29
26 934 30
26 1342 27
26 1502 3
26 1940 18
27 72 20
27 542 13
27 842 4
27 1776 30
28 685 14
28 1781 12
29 1261 26
30 400 1
30 571 3
30 1656 19
30 1864 3
31 53 18
31 1433 15
32 295 20
32 320 26
32 656 10
32 1779 12
33 1346 30
33 1452 18
34 201 27
34 476 26
34 656 22
34 842 19
34 1760 19
35 510 21
35 1018 27
35 1300 18
35 1721 20
36 156 23
36 1354 12
36 1761 29
37 282 5
37 1930 24
38 324 3
38 1131 4
38 1384 8
38 1557 6
39 831 22
39 1902 30
40 904 8
40 911 2
40 978 3
40 1330 17
40 1602 16
40 1826 14
41 202 12
41 273 25
41 715 25
41 1327 4
41 1343 12
42 118 21
42 1972 29
43 660 3
43 1203 10
44 465 10
44 1258 15
44 1999 6
45 51 27
46 333 5
46 641 21
46 1338 30
47 456 3
47 799 25
47 895 24
47 1979 27
48 672 20
49 210 23
49 503 2
49 1558 11
50 532 22
50 842 9
50 923 12
50 1511 16
50 1739 17
51 716 27
51 1282 30
51 1942 29
52 1056 14
52 1967 16
53 92 2
53 799 17
54 28 7
54 1189 22
55 5 12
55 268 8
55 1377 1
55 1820 26
56 29 5
56 362 19
56 548 30
56 888 25
57 127 19
57 187 25
57 1254 11
57 1752 12
57 1788 21
58 924 1
58 1606 26
60 257 15
60 784 3
60 786 9
60 832 15
60 1258 15
60 1597 25
60 1872 2
61 216 3
61 749 16
61 1046 30
61 1350 16
62 878 1
62 1010 23
62 1079 3
63 916 7
63 1335 14
64 101 14
64 114 6
64 1286 15
64 1516 1
65 1488 11
65 1509 3
65 1646 1
66 261 27
66 430 21
66 644 17
66 646 8
66 1595 24
67 1292 29
68 1476 30
70 489 19
70 1049 13
70 1136 2
71 915 28
72 808 28
72 1045 16
72 1126 14
72 1707 29
73 699 19
73 1053 29
74 80 20
74 107 26
74 384 29
74 704 12
74 1274 28
74 1325 28
75 7 25
75 941 3
76 1164 3
76 1247 9
76 1427 4
76 1440 5
76 1459 12
76 1598 26
77 382 24
78 394 24
79 128 4
79 1373 1
79 1990 10
80 38 2
80 828 22
80 1760 28
81 486 15
81 753 23
81 1091 17
81 1555 12
82 460 1
82 1680 30
83 91 2
83 1896 19
86 320 20
86 416 21
86 846 6
87 1377 19
87 1502 2
88 669 4
88 1213 8
88 1228 18
89 593 28
90 562 2
90 577 27
90 909 23
90 1043 7
90 1704 30
91 496 18
91 1813 30
92 892 15
92 1158 13
92 1545 22
92 1805 24
93 794 15
94 365 13
94 531 14
94 767 21
94 943 5
95 843 30
95 852 24
96 1261 5
96 1333 22
96 1707 25
96 1970 15
98 514 3
98 811 15
98 822 21
98 1200 13
98 1531 8
98 1547 16
99 331 20
99 1739 25
100 585 5
100 692 22
100 763 13
100 1251 28
100 1392 20
100 1521 12
100 1555 7
101 405 11
101 467 27
101 982 20
101 1035 2
101 1714 12
101 1971 4
102 531 6
102 1095 25
102 1601 24
102 1634 2
103 26 17
103 148 17
103 316 29
103 743 30
104 1154 3
104 1238 5
104 1899 2
105 181 9
105 1455 17
106 492 15
106 522 16
107 518 2
107 632 4
107 1088 2
107 1179 7
107 1750 17
107 1926 15
108 1728 26
109 240 6
109 397 18
109 705 2
109 1316 8
109 1775 6
110 663 21
111 184 1
111 672 18
112 848 16
113 444 6
113 561 4
113 669 1
113 1386 30
114 143 20
114 171 9
115 996 28
117 364 11
117 394 3
117 410 24
117 601 13
117 1074 11
117 1385 11
117 1637 19
119 1328 18
119 1513 4
120 191 14
120 1881 12
120 1943 2
121 137 1
121 1273 18
121 1612 27
122 249 28
122 1303 5
122 1416 29
123 583 28
123 708 3
123 1284 11
124 221 28
124 463 12
124 1486 19
124 1708 26
125 7 15
125 809 11
126 961 25
126 1988 27
127 1219 20
127 1905 14
128 206 29
128 798 14
128 991 7
129 1062 11
129 1099 25
130 111 17
130 232 21
130 1235 4
130 1650 21
131 128 5
131 1008 15
131 1281 22
131 1569 27
132 591 2
132 1154 19
132 1552 16
132 1646 29
133 227 9
133 618 13
135 281 1
135 765 11
135 1650 11
136 54 4
136 125 29
136 395 28
136 848 10
136 1471 10
136 1974 22
136 1995 6
138 526 21
138 1517 5
139 235 5
139 685 4
139 820 11
139 1133 7
139 1479 28
140 329 28
140 382 28
140 867 24
140 1545 10
140 1615 24
140 1757 8
141 793 1
141 1461 12
142 108 10
142 455 11
142 486 27
142 928 30
142 1153 11
143 980 2
143 1564 30
143 1671 22
144 1488 4
145 961 25
145 1137 20
146 1225 1
146 1252 4
146 1434 29
146 1802 22
147 301 2
147 727 11
147 1219 18
147 1761 6
148 179 15
148 958 28
148 1463 4
148 1650 4
149 548 17
149 1198 23
149 1767 27
149 1775 18
150 461 8
150 668 27
150 1034 11
150 1104 19
150 1337 6
150 1997 21
151 666 16
151 896 27
151 1335 2
151 1559 9
152 357 26
152 1112 15
152 1439 12
152 1456 12
152 1557 4
153 274 4
153 278 15
153 790 25
153 1543 17
153 1875 16
154 245 5
154 722 4
154 1542 13
155 84 11
155 231 1
155 783 17
155 1689 7
156 1565 10
157 1759 1
158 136 3
158 336 27
158 510 9
158 910 21
158 940 7
158 1642 27
158 1718 18
160 1131 20
160 1339 4
160 1535 14
161 88 13
161 676 12
161 1575 1
162 179 27
162 992 15
162 1259 12
163 833 30
163 1313 18
164 264 27
164 744 16
164 1342 4
164 1503 12
164 1522 13
164 1664 29
165 149 17
165 264 23
165 1043 22
165 1091 3
165 1301 29
166 1372 1
167 792 25
168 543 24
169 250 19
169 1864 3
170 181 14
170 1880 26
171 197 30
171 1613 2
171 1971 7
172 574 25
172 684 15
172 1322 19
172 1454 29
173 410 8
173 562 7
173 608 13
173 1296 19
173 1680 6
175 880 23
175 1153 15
175 1269 14
176 776 18
176 1872 19
177 1552 26
177 1702 17
178 483 5
178 901 18
178 1136 8
178 1247 29
178 1896 9
179 1194 30
180 100 23
180 542 2
180 1364 18
180 1949 26
181 365 7
181 1894 5
182 25 17
182 64 30
