20 350
1 1 12
1 3 17
1 4 14
1 6 10
1 7 12
1 9 11
1 10 6
1 11 30
1 12 12
1 13 15
1 14 17
1 15 8
1 16 20
1 17 7
1 18 23
1 19 11
1 20 23
2 1 26
2 3 22
2 4 7
2 5 22
2 6 25
2 7 23
2 11 3
2 12 14
2 13 27
2 14 1
2 15 15
2 16 13
2 17 7
2 18 17
3 1 16
3 2 23
3 3 22
3 4 26
3 5 26
3 6 3
3 7 1
3 8 17
3 9 6
3 10 7
3 11 25
3 12 14
3 13 26
3 14 1
3 15 6
3 16 28
3 17 23
3 18 23
3 20 11
4 2 29
4 3 15
4 4 6
4 5 14
4 6 9
4 7 11
4 8 10
4 9 9
4 10 17
4 11 14
4 12 15
4 13 3
4 14 30
4 15 29
4 16 25
4 17 17
4 18 16
4 19 19
4 20 17
5 1 24
5 2 24
5 3 15
5 4 18
5 5 7
5 6 3
5 7 10
5 8 5
5 9 30
5 10 3
5 11 19
5 12 3
5 13 23
5 16 3
5 17 30
5 19 6
5 20 4
6 1 10
6 2 8
6 3 12
6 5 19
6 6 21
6 7 19
6 8 13
6 9 12
6 10 9
6 11 7
6 12 28
6 13 17
6 15 17
6 16 6
6 17 10
6 18 11
6 19 21
6 20 20
7 1 9
7 2 23
7 4 29
7 5 5
7 6 14
7 7 23
7 8 24
7 9 16
7 10 16
7 11 18
7 12 15
7 13 13
7 14 21
7 15 17
7 16 20
7 17 3
7 18 5
7 19 3
7 20 13
8 2 17
8 3 6
8 6 13
8 7 16
8 11 4
8 12 29
8 13 2
8 14 1
8 15 1
8 16 4
8 17 21
8 18 20
8 19 5
8 20 5
9 1 10
9 2 9
9 3 11
9 4 3
9 5 2
9 7 26
9 9 18
9 10 20
9 12 3
9 14 22
9 16 10
9 17 19
9 18 4
9 19 4
9 20 15
10 1 28
10 2 8
10 3 23
10 4 3
10 5 21
10 6 8
10 7 6
10 8 19
10 9 2
10 10 7
10 11 19
10 12 27
10 13 19
10 14 30
10 15 1
10 16 16
10 17 10
10 18 10
10 19 26
10 20 12
11 2 3
11 3 13
11 4 21
11 5 22
11 6 15
11 7 4
11 9 24
11 11 3
11 12 7
11 13 27
11 15 17
11 16 4
11 17 5
11 18 2
11 19 7
11 20 17
12 1 9
12 2 4
12 3 27
12 4 2
12 5 2
12 7 16
12 8 29
12 9 21
12 10 7
12 12 21
12 13 28
12 14 16
12 15 30
12 17 23
12 18 19
12 19 3
12 20 5
13 1 1
13 2 16
13 3 12
13 4 5
13 5 9
13 7 14
13 8 3
13 9 28
13 10 23
13 11 7
13 12 24
13 13 24
13 14 5
13 15 10
13 16 24
13 17 8
13 18 6
13 19 18
13 20 2
14 1 13
14 2 8
14 3 14
14 4 12
14 5 28
14 6 11
14 8 19
14 9 28
14 10 25
14 11 8
14 12 22
14 13 29
14 14 30
14 15 7
14 16 10
14 17 4
14 18 8
14 20 16
15 1 7
15 2 5
15 3 30
15 4 5
15 5 20
15 6 15
15 7 1
15 8 21
15 9 30
15 10 8
15 11 18
15 12 17
15 13 1
15 14 1
15 15 24
15 16 14
15 17 4
15 19 22
15 20 24
16 1 22
16 2 11
16 3 18
16 4 21
16 5 2
16 6 9
16 7 21
16 8 30
16 9 10
16 10 16
16 11 7
16 12 17
16 13 14
16 14 3
16 15 16
16 16 18
16 17 14
16 18 30
16 19 10
16 20 4
17 1 30
17 2 18
17 3 22
17 4 8
17 5 10
17 6 14
17 7 2
17 8 24
17 9 17
17 10 15
17 11 17
17 12 30
17 13 25
17 14 27
17 16 21
17 17 26
17 18 5
17 19 11
17 20 17
18 1 14
18 2 18
18 3 24
18 4 1
18 6 2
18 9 18
18 10 8
18 11 11
18 12 2
18 13 30
18 14 21
18 15 27
18 16 21
18 17 30
18 18 18
18 19 28
18 20 9
19 1 23
19 2 21
19 3 2
19 4 1
19 5 5
19 6 11
19 7 1
19 8 29
19 10 7
19 12 21
19 13 16
19 14 11
19 16 23
19 17 3
19 18 16
19 19 2
20 1 18
20 2 8
20 3 3
20 4 27
20 6 8
20 7 6
20 8 20
20 9 7
20 10 18
20 11 17
20 14 19
20 15 9
20 16 26
20 17 16
20 18 17
20 19 19
20 20 29
