1500 4500
1 166 7
1 659 28
2 330 9
2 489 10
2 1255 19
3 262 25
4 504 26
5 6 11
5 158 28
5 205 4
5 588 16
5 664 8
5 848 13
5 1187 23
6 555 27
7 167 19
7 267 17
7 517 7
7 1249 7
9 761 19
10 387 21
10 488 10
10 491 21
10 1358 12
11 611 3
11 1260 5
12 587 3
12 668 15
12 1166 24
12 1435 3
13 1279 24
13 1416 22
14 54 1
14 79 3
14 1090 23
14 1204 11
15 172 19
15 523 19
15 933 21
17 127 8
17 259 22
17 879 6
17 1032 15
17 1207 5
17 1217 21
17 1403 3
17 1455 15
18 195 7
18 543 9
19 258 21
19 272 18
19 736 29
19 1245 23
19 1276 30
20 165 2
20 757 25
20 1133 27
22 275 27
22 510 9
22 771 20
22 1108 29
23 172 3
23 1299 11
24 241 29
24 357 27
24 833 3
24 1213 2
25 1061 7
26 875 13
26 1004 22
27 439 14
27 929 5
28 355 20
29 166 29
29 437 1
29 517 10
29 1218 1
29 1391 15
30 509 8
31 164 2
31 741 6
31 1331 17
32 299 22
32 491 28
32 1344 17
33 532 16
33 1253 22
33 1463 13
34 1420 12
35 245 22
35 255 24
35 765 10
35 1013 16
35 1327 26
35 1370 1
36 95 4
36 118 20
36 379 2
36 645 10
37 508 3
37 733 15
37 1393 24
38 466 29
38 813 4
39 705 14
39 1042 29
40 501 13
40 1005 6
40 1326 13
41 84 21
41 414 7
41 908 10
42 887 29
42 1414 29
42 1467 29
43 207 15
43 224 14
43 911 12
43 1130 19
44 644 25
44 851 4
44 1000 4
45 396 26
45 523 11
45 778 21
45 855 18
45 1427 15
46 542 11
46 820 19
47 1169 24
48 175 5
48 350 4
48 1334 9
49 317 3
49 416 7
49 616 14
49 1118 1
49 1195 12
51 169 20
51 768 5
52 1451 24
53 641 26
53 765 15
54 248 22
54 289 16
54 352 5
54 712 7
54 1281 29
55 1140 17
56 800 17
56 1091 15
56 1361 12
56 1441 13
57 193 3
57 214 22
57 857 3
57 1104 20
58 530 28
59 130 13
59 978 9
59 1154 14
61 80 9
61 1022 4
61 1223 22
61 1251 11
62 419 2
62 678 6
62 747 3
63 76 13
63 643 25
63 834 8
63 940 6
64 1382 12
65 458 14
65 1472 28
66 1439 28
67 1211 18
68 451 26
68 843 18
68 1291 4
69 432 4
69 437 3
69 1220 7
70 53 16
70 295 5
70 928 29
70 1187 19
71 621 16
71 1326 26
72 47 23
72 1163 16
73 593 9
73 810 2
73 857 19
73 1275 23
74 270 12
74 548 13
74 1059 20
74 1103 15
74 1342 25
75 562 6
75 985 14
75 1007 23
76 853 17
77 355 27
78 90 12
78 162 6
78 1289 6
78 1436 7
78 1459 24
79 1156 2
79 1372 10
80 143 26
80 177 8
80 447 18
80 637 22
80 694 28
81 231 6
81 247 29
81 905 24
81 975 28
81 1009 15
81 1399 24
82 1241 29
82 1385 3
82 1397 16
83 510 3
83 674 7
83 1120 27
83 1144 17
83 1207 2
84 376 2
85 1074 22
86 413 24
86 502 19
86 635 10
86 1273 5
87 6 24
87 126 15
87 194 3
87 513 9
87 709 8
88 533 4
88 716 26
88 752 8
88 783 21
88 1151 17
88 1231 5
89 187 18
89 852 8
90 84 20
90 459 16
91 1387 22
92 331 14
92 1213 6
93 62 16
93 175 21
93 320 8
94 1095 23
94 1222 18
95 21 16
95 33 16
95 659 11
96 197 7
96 521 1
97 355 21
97 654 16
97 1300 27
97 1423 7
98 68 23
98 166 29
98 170 15
98 504 30
98 555 24
98 1110 11
98 1271 7
98 1404 15
99 314 19
99 590 4
99 982 24
100 113 26
100 354 23
100 792 9
100 934 17
101 203 28
101 970 7
101 1128 25
102 119 19
102 205 14
102 255 17
102 652 28
103 462 30
103 1336 2
104 67 30
104 168 6
104 707 2
104 1164 21
105 19 14
105 84 28
105 395 27
105 920 6
105 1187 18
106 176 11
106 261 5
106 378 11
106 845 21
106 889 4
106 1406 17
107 629 2
108 319 7
108 559 11
109 324 27
109 412 29
109 432 11
109 1307 6
110 660 19
110 832 17
110 985 30
110 1082 29
111 431 23
111 614 16
111 893 18
111 1341 22
112 643 9
113 96 17
113 529 19
114 376 2
116 1011 7
117 325 2
117 767 21
117 1068 25
117 1317 7
117 1378 8
117 1499 6
118 497 4
118 732 10
118 903 18
118 997 7
120 930 27
120 1427 19
120 1446 13
122 467 29
122 844 16
123 642 3
123 896 9
123 1139 13
123 1360 21
124 363 18
124 771 12
124 978 19
125 540 10
125 661 19
125 1128 6
125 1335 23
126 285 19
126 434 15
127 91 11
127 381 20
127 611 21
127 632 13
127 651 10
127 834 16
127 1156 19
127 1380 17
128 148 13
128 309 22
129 202 26
129 274 30
129 485 20
129 1009 14
129 1097 11
129 1263 24
129 1397 4
129 1462 18
130 727 27
131 977 13
131 1235 30
132 200 9
133 1285 22
134 447 3
134 452 20
135 292 23
135 1090 21
135 1406 25
135 1466 15
136 976 9
138 451 9
138 1430 25
139 91 28
139 220 22
139 642 7
139 1131 29
140 105 29
140 796 18
140 1014 7
140 1300 11
140 1424 1
141 1075 24
141 1179 2
142 295 21
142 361 8
142 791 4
142 1212 14
142 1329 11
143 611 21
143 616 2
143 969 15
143 1199 20
144 328 11
145 159 28
145 495 22
145 1304 22
145 1496 20
146 638 4
146 879 8
146 1038 4
147 173 12
147 645 17
147 1288 29
148 184 1
148 819 30
148 1012 27
148 1108 29
148 1472 28
149 916 6
150 853 27
150 927 30
150 1155 29
151 85 21
151 224 23
151 983 11
152 106 28
152 298 27
152 1318 16
153 746 30
154 262 17
154 317 18
154 481 7
154 906 29
154 1122 20
154 1326 4
155 254 12
155 582 11
155 1420 24
155 1499 16
156 302 18
156 503 19
156 777 19
157 219 26
157 519 17
157 557 12
157 944 17
159 248 6
159 966 2
159 1271 6
160 257 3
160 598 29
160 615 5
160 1062 1
161 615 19
161 730 20
161 1086 11
162 308 8
162 391 16
162 451 27
162 624 29
162 1064 2
162 1405 6
163 84 5
163 95 22
163 326 17
163 1286 9
164 210 26
164 1017 27
164 1053 24
164 1440 3
165 92 6
165 725 12
165 1472 21
166 256 24
166 1087 21
167 558 24
167 1001 10
167 1282 18
167 1407 18
168 453 16
168 928 20
168 1049 16
169 359 12
169 393 13
169 717 26
169 1170 1
169 1266 15
170 338 25
170 623 16
170 1007 3
170 1024 23
170 1046 10
171 480 8
171 549 20
171 986 23
172 360 16
172 1168 20
172 1244 18
172 1329 12
172 1362 5
173 78 20
173 114 10
173 596 16
174 456 3
174 1087 3
174 1166 28
174 1196 26
174 1409 4
175 525 15
175 533 13
175 740 19
175 864 27
176 546 20
176 833 23
176 1195 1
176 1279 7
177 512 15
177 856 15
177 926 23
177 1052 1
177 1119 18
178 74 16
178 393 2
178 960 17
179 73 27
179 383 24
179 1308 3
180 59 16
180 551 12
180 1048 6
181 1322 20
182 904 23
182 997 15
182 1445 27
183 454 25
183 591 9
184 675 17
184 854 21
184 1305 13
185 316 1
185 520 25
185 575 23
185 833 19
185 1296 7
186 666 7
187 121 19
187 607 5
188 82 22
188 287 26
188 352 28
188 1341 14
188 1427 13
189 335 5
189 796 15
189 1161 21
189 1480 1
190 74 30
190 580 23
190 1198 8
191 450 3
191 624 21
191 935 27
192 48 26
192 1476 27
193 123 15
193 652 20
193 761 28
194 29 1
194 614 2
194 703 2
195 367 24
195 505 19
196 888 16
198 95 4
198 1307 25
198 1355 23
199 329 23
199 676 29
199 1126 14
199 1346 10
200 427 18
200 1160 19
200 1228 22
201 54 22
202 706 3
202 1221 4
202 1335 22
203 750 24
203 1172 19
204 907 29
204 976 27
204 1500 9
205 319 17
205 709 22
205 757 27
205 946 2
205 1398 3
205 1413 24
206 291 24
206 398 5
206 1024 25
207 693 17
208 406 15
209 1036 11
209 1219 21
210 343 1
210 958 3
210 1271 5
211 38 21
211 71 8
211 528 14
211 576 9
212 5 26
212 420 27
213 242 30
213 545 20
214 304 22
215 13 22
215 129 13
215 648 10
216 97 12
216 1142 1
217 396 10
217 723 29
217 1074 22
218 98 7
218 292 22
218 1306 17
219 1368 30
220 44 15
220 483 21
220 546 17
220 843 24
220 1065 5
221 423 27
221 1336 6
222 491 27
222 780 21
222 1285 10
223 422 17
223 953 20
223 1400 15
225 58 25
225 117 15
225 193 11
225 379 25
225 562 26
225 1374 2
226 1039 8
226 1075 30
226 1169 4
227 280 19
227 614 1
227 967 13
227 1139 9
227 1225 14
228 1039 19
228 1319 30
229 141 30
229 395 11
229 727 7
229 1027 12
229 1415 27
230 498 30
230 499 8
230 1428 23
231 922 5
232 140 4
232 397 13
232 829 6
232 840 21
232 1481 2
233 522 20
233 1109 15
234 525 8
234 609 22
234 922 1
235 48 25
235 545 15
235 895 8
236 246 24
237 250 18
237 471 27
237 667 16
237 915 1
237 1320 5
237 1372 30
237 1470 11
238 1173 27
239 842 21
241 858 21
241 1406 3
242 368 3
242 600 17
242 1331 24
242 1387 10
242 1491 1
244 554 20
244 624 6
245 136 5
245 370 25
245 1077 26
245 1439 28
245 1494 14
246 846 2
246 861 27
246 1376 27
247 373 3
247 434 21
247 499 11
247 589 10
247 1207 7
248 745 29
249 433 28
249 1222 22
249 1410 21
251 132 25
251 334 13
251 617 1
253 41 21
253 284 26
253 664 14
253 974 15
253 1199 28
253 1311 30
254 230 8
254 887 29
255 261 23
255 452 19
255 823 4
255 881 27
255 1013 13
256 1023 29
257 182 17
257 465 18
257 807 1
258 298 13
258 539 14
259 314 25
259 474 26
259 1209 24
259 1359 4
260 33 2
260 60 14
261 1384 24
262 1106 15
263 405 4
263 797 18
264 166 20
264 935 27
265 163 30
265 252 15
265 1240 10
266 306 14
266 468 4
266 549 1
266 691 13
266 772 2
266 963 23
266 1277 1
266 1457 6
267 245 12
267 491 5
267 692 26
267 1087 20
267 1183 22
268 1213 18
270 198 2
270 1449 5
271 917 12
272 1328 27
274 420 20
274 1076 8
275 125 20
275 193 26
275 1091 1
275 1324 27
276 631 29
276 881 18
276 1002 16
277 75 25
277 122 17
277 410 22
277 1009 26
278 460 22
278 685 25
278 687 27
278 712 26
278 1040 26
279 851 11
279 870 26
281 216 23
281 892 14
281 979 30
281 1190 11
282 186 3
282 609 13
283 684 20
283 1172 27
284 1 9
284 210 24
285 313 23
285 549 28
285 1125 1
286 318 5
286 401 23
286 642 23
286 708 1
286 1302 14
287 2 2
288 218 8
288 227 30
288 262 10
288 1135 29
289 165 18
289 884 1
289 907 23
289 1196 6
289 1351 26
289 1434 10
290 244 16
290 836 13
291 1245 25
292 340 22
292 832 4
293 143 5
293 740 16
293 1002 16
294 229 16
294 452 12
294 756 24
294 881 9
294 1139 27
295 580 13
295 642 1
297 97 1
297 377 28
297 413 23
297 557 1
297 1093 3
297 1381 16
298 153 30
298 594 2
298 737 25
299 639 28
299 785 11
300 581 17
300 1061 20
300 1245 16
301 667 12
302 54 21
302 565 24
302 939 16
302 1043 15
303 383 15
303 604 19
303 913 11
303 1319 30
304 190 26
304 500 27
304 618 12
304 972 19
304 1110 27
304 1353 30
305 185 24
306 259 28
306 1125 30
306 1362 13
307 127 12
307 376 22
307 991 15
307 1020 28
307 1170 21
307 1445 8
308 103 22
308 729 18
309 446 19
309 483 1
309 570 29
309 757 4
309 971 12
309 1314 11
310 415 27
310 786 20
310 1039 18
310 1076 3
311 261 8
311 1125 28
312 814 3
312 825 4
312 1210 16
312 1296 6
313 14 14
313 122 13
313 165 27
313 588 29
313 700 2
313 1172 26
313 1178 11
313 1205 13
313 1285 9
314 367 25
315 31 2
315 627 29
315 1155 25
315 1281 24
316 96 8
316 142 13
316 251 16
316 1134 28
316 1359 8
317 96 27
317 339 8
317 403 5
317 751 8
317 1238 25
318 308 29
318 513 16
318 991 15
318 992 23
319 363 11
319 1423 30
320 315 28
320 1200 16
321 106 4
321 275 24
321 704 15
321 717 5
323 173 11
323 390 25
323 475 18
323 571 19
323 1423 12
324 655 19
324 1016 9
325 478 6
325 1270 4
325 1333 16
326 696 18
326 955 19
327 562 13
327 1171 17
328 851 8
328 854 13
328 960 13
328 1243 15
328 1439 7
329 550 12
330 169 22
330 414 13
330 1266 4
331 802 24
331 937 13
331 1176 24
332 198 10
332 823 16
332 1059 9
333 969 24
333 1113 21
334 60 20
334 157 18
334 643 30
334 1398 30
335 59 29
335 960 10
335 1029 1
336 78 26
336 318 14
336 422 16
336 442 13
336 456 24
336 650 21
336 672 22
336 712 23
336 1076 25
336 1136 4
336 1210 8
337 147 23
337 518 15
337 951 21
337 1092 6
337 1463 11
338 23 15
338 124 18
338 776 4
338 819 16
338 1262 25
339 366 12
339 376 9
339 542 15
340 8 23
341 98 18
341 373 6
341 973 15
342 830 9
342 1002 16
342 1254 15
343 5 4
343 550 21
343 715 22
343 1009 9
344 150 14
345 330 12
345 884 30
345 1102 7
345 1287 28
345 1371 3
346 453 6
346 907 21
347 875 10
347 932 18
347 1218 26
348 57 20
